,Q.5-m1,Q.5-m2,Q.5-m3,Q.5-m4,Q.5-m5,Q.5-m6,Q.5-m7,Q.5-m8,Q.5-m9,Q.5-m10,Q.6-m1,Q.6-m2,Q.6-m3,Q.6-m4,Q.6-m5,Q.6-m6,Q.6-m7,Q.6-m8,Q.6-m9,Q.6-m10,Q.7-m1,Q.7-m2,Q.7-m3,Q.7-m4,Q.7-m5,Q.7-m6,Q.7-m7,Q.7-m8,Q.7-m9,Q.7-m10,Q.8-m1,Q.8-m2,Q.8-m3,Q.8-m4,Q.8-m5,Q.8-m6,Q.8-m7,Q.8-m8,Q.8-m9,Q.8-m10,Q.9-m1,Q.9-m2,Q.9-m3,Q.9-m4,Q.9-m5,Q.9-m6,Q.9-m7,Q.9-m8,Q.9-m9,Q.9-m10,Q.10-m1,Q.10-m2,Q.10-m3,Q.10-m4,Q.10-m5,Q.10-m6,Q.10-m7,Q.10-m8,Q.10-m9,Q.10-m10,Q.11-m1,Q.11-m2,Q.11-m3,Q.11-m4,Q.11-m5,Q.11-m6,Q.11-m7,Q.11-m8,Q.11-m9,Q.11-m10,Q.12-m1,Q.12-m2,Q.12-m3,Q.12-m4,Q.12-m5,Q.12-m6,Q.12-m7,Q.12-m8,Q.12-m9,Q.12-m10,Q.13-m1,Q.13-m2,Q.13-m4,Q.13-m5,Q.14-m1,Q.14-m2,Q.14-m3,Q.14-m4,Q.14-m5,Q.14-m6,Q.14-m7,Q.14-m8,Q.14-m9,Q.14-m10,Q.15-m1,Q.15-m2,Q.15-m3,Q.15-m4,Q.15-m5,Q.15-m6,Q.15-m7,Q.15-m8,Q.15-m9,Q.15-m10,Q.16-m1,Q.16-m2,Q.16-m3,Q.16-m4,Q.16-m5,Q.16-m6,Q.17-m1,Q.17-m2,Q.17-m3,Q.17-m4,Q.17-m5,Q.17-m6,group
Q.9-m7,-0.133791137,-0.067391699,-0.140658309,-0.098576296,0.011670679,-0.078711817,-0.106893006,-0.179725723,0.041374563,-0.081183552,-0.063456908,0.01661267,0.003893074,0.169880297,0.232233106,0.227402407,0.100809154,0.258163998,0.139388306,0.244057261,0.10651032,0.209267436,0.031557488,0.227176342,0.168503272,0.149629523,0.239865065,0.201192312,0.212171566,0.257118545,0.10507663,0.082950809,0.276449373,0.003238176,0.185779786,-0.082279366,0.141824199,0.221310396,0.388515939,0.271698437,0.242687025,0.176470278,0.170629969,0.188349989,0.583729061,0.851640667,1,0.712947339,0.482601615,0.088162362,0.445072199,0.407553441,0.448746873,0.304240939,0.045396659,0.083256499,0.18110808,0.175203669,0.320856554,0.11808907,0.189023968,0.102226971,0.208292409,0.257446184,0.117939002,0.188159241,0.184343522,0.062352418,0.128956093,0.07745858,0.032016352,0.052272129,0.169383683,0.209163044,0.244385094,0.259074616,0.169675036,0.176982097,0.209172755,0.21358396,0.137999578,0.114470904,0.026556004,0.137245748,-0.017607771,0.053500158,0.194343006,0.021498463,-0.028527581,0.185661945,0.160797753,0.228571181,0.154465208,-0.017297686,-0.061832099,0.134350247,0.14939932,0.246021098,0.296616104,0.227823352,0.288701258,0.182523172,0.131917463,0.246151925,-0.054904616,0.193440281,-0.230918864,-0.001827913,-0.025713097,0.164866437,-0.232052613,-0.082395848,-0.012229426,-0.007464363,-0.034882354,0.051624306,0.018049599
Q.9-m8,-0.14020801,-0.111865704,-0.146080916,-0.136951849,-0.04327464,-0.092638916,-0.136647619,-0.200107993,-0.046009508,-0.095865221,-0.082148059,-0.018204857,-0.096014828,0.13706423,0.189810676,0.196582044,0.066980486,0.22765833,0.106325765,0.217030682,0.067694973,0.16922549,0.01114774,0.105876356,0.176368957,0.142779675,0.174337238,0.156276707,0.193025495,0.228122568,0.073326398,0.011447847,0.229268508,0.053539654,0.124636737,-0.047156098,0.090986368,0.177217767,0.293287119,0.240611424,0.212298789,0.224082897,0.120747458,0.162713753,0.659185507,0.699887709,0.712947339,1,0.564834488,0.183743236,0.488928197,0.401755067,0.409643601,0.246853612,-0.009985507,0.069753809,0.177008223,0.186267127,0.238968439,0.050877904,0.203328892,0.083926623,0.179658503,0.242905639,0.063217031,0.085582937,0.108240002,0.023667417,0.075644033,0.032166523,0.064010994,0.120247196,0.199958207,0.209547206,0.22246878,0.220847014,0.122471973,0.141933655,0.153800793,0.127679897,0.072143551,0.075422198,-0.00342814,0.119730198,-0.029126798,0.015371151,0.155919783,0.013101378,0.018462305,0.167680048,0.099949155,0.195559122,0.131881726,0.003638728,-0.095743081,0.123597827,0.078791649,0.161261813,0.291436659,0.214580957,0.286482426,0.15774327,0.153652785,0.151218075,-0.0975327,0.12832839,-0.191805566,-0.045282406,-0.04283811,0.069310363,-0.192871485,-0.084821171,-0.05927999,-0.061054655,-0.089646599,-0.007547762,0.028234082
Q.9-m9,-0.152716994,-0.066836298,-0.156289936,-0.150423994,-0.098075156,-0.1698699,-0.146768583,-0.133436615,-0.163078256,-0.15080676,-0.139402137,-0.093140364,-0.138129612,-0.020397855,0.129078457,0.068173081,-0.029499345,0.153057059,0.018235033,0.148102514,-0.10126505,0.005507919,-0.1192058,-0.083825546,0.160231833,0.164821577,0.078524251,0.029920321,0.136102963,0.123450235,-0.060748911,-0.026504293,0.104965569,-0.025981432,0.004605274,-0.019666965,-0.027819878,0.041086721,0.161311104,0.108355261,0.013532383,0.036619384,-0.045335695,-0.0158541,0.591273306,0.431340902,0.482601615,0.564834488,1,0.517014393,0.329082803,0.382666255,0.252581575,0.101158219,-0.108473102,-0.081653641,-0.01089093,-0.023412538,0.098289405,-0.004434404,-0.028834977,-0.05249308,0.007402914,0.079429247,-0.077022999,-0.003684883,0.031526766,-0.070842474,-0.039030171,-0.015566927,0.045543556,0.078594387,0.122226439,0.013017944,0.048738323,0.00857425,-0.025431007,-0.018440514,-0.056165764,-0.064403969,-0.083584615,-0.090973576,-0.129075534,-0.099719334,-0.227395498,-0.168588577,-0.006394822,-0.151745752,-0.10871242,-0.000860868,-0.06152707,0.102793153,-0.01823276,-0.115506691,-0.23475186,-0.000726814,-0.10351916,0.007787418,0.104684027,-0.009595504,0.092072172,2.04E-05,-0.026709013,-0.002133583,-0.1659833,0.043323068,-0.105219614,-0.143572731,-0.122898316,-0.045003233,-0.117677948,-0.250134486,-0.177311969,-0.09400235,-0.202525914,-0.109471571,0.020790321
Q.9-m10,-0.08821038,-0.095156457,-0.098531703,-0.064671723,-0.170668987,-0.095272867,-0.079093602,0.156943318,-0.124662235,-0.057679326,-0.025173611,-0.099255095,-0.109749362,-0.21820776,-0.142708707,-0.159136106,-0.129671713,-0.116074563,-0.235022482,-0.132691991,-0.165233053,-0.193980002,-0.224347802,-0.258358729,-0.050800113,-0.032332837,-0.084611072,-0.072604526,-0.072499826,-0.09373299,-0.112973831,-0.06671371,-0.089086555,-0.047242307,-0.127200391,-0.018391286,-0.1427024,-0.060972236,-0.079519974,-0.130092977,-0.136643833,-0.140614214,-0.119500249,-0.07413579,0.310257225,0.076120737,0.088162362,0.183743236,0.517014393,1,0.099199719,0.062892535,-0.106323348,-0.090869114,-0.131723179,-0.144392317,-0.160398735,-0.229771121,-0.090908812,-0.112788558,-0.202417664,-0.077565078,-0.136282576,-0.076491035,-0.132969755,-0.0579894,-0.089239175,-0.087313664,-0.070311492,-0.082275894,-0.187608541,-0.157418043,-0.157453314,-0.2381061,-0.193553428,-0.204874776,-0.115861449,-0.105407292,-0.124510442,-0.188734307,-0.147430909,-0.157380983,-0.167663432,-0.189332272,-0.293641304,-0.209537934,-0.185216966,-0.241598296,-0.145173047,-0.187191129,-0.283415112,-0.228168328,-0.177256532,-0.239050008,-0.242310034,-0.212712904,-0.158654657,-0.246175995,-0.091207064,-0.118899357,-0.161961413,-0.144653692,-0.077415305,-0.133804948,-0.151238746,-0.186049432,0.080365975,-0.071691537,-0.08582495,-0.134241224,0.079611952,-0.225899069,-0.206459288,-0.08089352,-0.128474111,-0.118033717,0.017251184
Q.10-m1,-0.043053785,0.00726758,-0.034656775,-0.031811578,0.080230223,-0.005602474,-0.054247426,-0.166383441,0.009998418,-0.038560366,0.035013082,0.020037778,0.020402874,0.214638274,0.28119649,0.289101464,0.180338383,0.256973713,0.204356066,0.25850384,0.220642872,0.241715614,0.100952271,0.219908342,0.183041242,0.184650059,0.052776586,0.029839774,0.066433911,0.099577013,0.096764234,0.059495288,0.155785892,0.04889709,0.062407805,-0.051595843,0.130567615,0.245909195,0.345350047,0.242401724,0.249591375,0.195576202,0.191827742,0.199896567,0.47220984,0.484393206,0.445072199,0.488928197,0.329082803,0.099199719,1,0.409516952,0.580482925,0.243518614,0.123178394,0.137914284,0.223923652,0.310210943,0.12773265,0.097918083,0.201628519,0.130317512,0.226977976,0.178540885,0.019182089,0.091163095,0.076474831,-0.03417016,0.092742398,0.042010121,0.197079698,0.258135698,0.239521836,0.291785483,0.280460225,0.285626662,0.12562674,0.104083698,0.105983388,0.129252965,0.149813568,0.159579278,-0.012667647,0.114831921,-0.020437788,-0.056155605,0.136099574,0.067583747,0.028101212,0.165869878,0.129805457,0.261683638,0.199115508,0.075907328,-0.019924589,0.098105616,0.051335201,0.143845446,0.221628127,0.196145947,0.289673402,0.180448299,0.225093546,0.167727148,-0.038405124,0.160695539,-0.225289431,-0.030886418,-0.028258215,0.153114696,-0.179585995,-0.084498927,-0.061402598,-0.119363333,-0.107883991,0.020998168,-0.010083709
Q.10-m2,-0.327791352,-0.289074222,-0.268529685,-0.331675518,-0.196270705,-0.293659004,-0.33540732,-0.337856768,-0.276481809,-0.32299725,-0.349825265,-0.243027297,-0.262680046,0.094425961,0.322930064,0.217363306,0.072806859,0.242104516,0.184598615,0.423286976,0.059615299,0.257258465,-0.0853024,0.139558779,0.290195177,0.364775929,-0.021502331,-0.036386213,-0.021258533,-0.019825358,-0.161739736,-0.171640679,0.046453073,-0.013470995,0.041007516,-0.10259123,0.107457244,0.16233306,0.29958171,0.210729298,0.159870662,0.118695676,-0.053225994,-0.053869022,0.364244747,0.464181596,0.407553441,0.401755067,0.382666255,0.062892535,0.409516952,1,0.526535019,0.139324184,-0.09819023,-0.081047581,0.05068126,0.081290343,0.014064367,-0.098325782,0.228645711,0.039629842,0.0669828,0.016524117,-0.16733867,-0.104355677,-0.199382792,-0.240875949,-0.213981233,-0.229584613,0.324821397,0.378266393,0.426947244,0.300236634,0.195815529,0.289773034,-0.047919388,-0.044689338,-0.069782688,0.028032497,-0.119935436,-0.070580194,-0.323820494,-0.153002661,-0.077442085,-0.078394142,0.107553721,-0.103023044,-0.139491521,0.131600247,0.085811328,0.232128154,0.205856338,0.01151581,-0.109212437,0.084444139,-0.057253775,0.127064222,0.184091091,0.097747917,0.286838198,0.213867563,0.02530084,0.110348971,-0.189849129,0.228857465,-0.21151567,-0.217376294,-0.268281083,0.016184162,-0.178294848,-0.244388653,-0.210558522,-0.242192561,-0.271349831,-0.17542976,0.039711245
Q.10-m3,-0.187446506,-0.130549396,-0.166058143,-0.178128716,-0.044753031,-0.171446657,-0.198129293,-0.244006021,-0.055238784,-0.139009602,-0.09486309,-0.129241406,-0.119702865,0.150183153,0.311060888,0.296980698,0.154238372,0.231839422,0.200797204,0.338947295,0.160973824,0.299946765,0.046631196,0.247602684,0.182716117,0.235754525,0.073443428,0.01842847,0.049358854,0.075007334,0.012196591,-0.024228743,0.161253322,-0.01270449,0.115300712,-0.104970433,0.157094325,0.222511262,0.388109532,0.296848727,0.256880166,0.167580646,0.148433717,0.133753099,0.342147325,0.432743624,0.448746873,0.409643601,0.252581575,-0.106323348,0.580482925,0.526535019,1,0.289979613,0.085912101,0.085637507,0.262275643,0.329194422,0.101990412,0.037783479,0.28743626,0.117275021,0.26720577,0.203213147,0.025760958,0.05253504,-0.010174271,-0.118517701,0.013183516,-0.073735904,0.300982139,0.364122582,0.363398657,0.402854954,0.329996302,0.355182184,0.027341386,0.091738057,0.099844534,0.208100372,0.081689209,0.134882324,-0.124999927,0.154291205,0.029243365,-0.001377534,0.165788189,0.087879497,0.01240652,0.250771025,0.203727186,0.338813482,0.272540692,0.081791575,0.003441366,0.222048621,0.073660241,0.276390711,0.284030693,0.213992519,0.365828293,0.255642499,0.240202976,0.197155468,-0.067519427,0.281912128,-0.255258307,-0.086572117,-0.112714249,0.176715746,-0.258027533,-0.112263381,-0.055619282,-0.110425037,-0.108901961,-0.052402865,0.005518174
Q.10-m4,0.145427484,0.246117765,0.226097594,0.195695966,0.283329144,0.166150499,0.198464256,0.0881005,0.234282087,0.235733746,0.2720295,0.261164714,0.237017401,0.358958458,0.235282511,0.324251529,0.333245413,0.308715055,0.290209289,0.129649845,0.355325965,0.328444714,0.286047179,0.354788709,0.157949911,0.132653509,0.223064237,0.183049097,0.198642737,0.266208873,0.332324665,0.223552226,0.22645482,0.019075822,0.055963497,0.028217121,0.171629627,0.217911072,0.282807794,0.287436628,0.274977295,0.272560185,0.312760702,0.390152782,0.222575442,0.326186735,0.304240939,0.246853612,0.101158219,-0.090869114,0.243518614,0.139324184,0.289979613,1,0.323685339,0.290581111,0.328195295,0.293299211,0.394290108,0.344192238,0.267461223,0.311201754,0.248531622,0.310433841,0.258998193,0.341963856,0.322667379,0.288717053,0.333712699,0.353349487,0.066458833,0.047635215,0.104525871,0.271454587,0.339195364,0.30706488,0.285235994,0.321690417,0.330764069,0.355174036,0.354380324,0.304514214,0.250191506,0.329871708,0.276497914,0.243769645,0.236406768,0.151061595,0.136448738,0.281052171,0.214897924,0.181870387,0.222515971,0.190652326,0.211695263,0.244307268,0.299927187,0.235272239,0.253200663,0.150510699,0.284679586,0.273811986,0.309957744,0.316969422,0.206045101,0.250763988,-0.228474871,0.400607249,0.31650512,0.270326546,-0.118662512,0.286355136,0.275862494,0.27252191,0.241929307,0.263652221,0.008854997
Q.10-m5,0.249078182,0.213930456,0.248277558,0.288800273,0.261607003,0.265673972,0.280857243,0.084702598,0.345341606,0.25593873,0.270635995,0.342246438,0.285660731,0.268362755,0.138619384,0.317828507,0.421750192,0.280753115,0.334292621,0.067957595,0.426902817,0.271363744,0.397631355,0.305508966,0.056015852,0.083480175,0.163711792,0.131193053,0.138139374,0.183712381,0.268275124,0.241947074,0.114647901,0.02454985,0.057183561,-0.001281462,0.128846583,0.258667312,0.150749361,0.271972401,0.223076906,0.200205986,0.407511713,0.398205983,0.028056231,0.006972236,0.045396659,-0.009985507,-0.108473102,-0.131723179,0.123178394,-0.09819023,0.085912101,0.323685339,1,0.804106657,0.490221048,0.412518426,0.376565696,0.440108239,0.25645003,0.33319941,0.253100248,0.250423815,0.347275678,0.329758855,0.377131382,0.263006963,0.353673486,0.273946774,-0.024107898,-0.03180425,-0.104924374,0.171398057,0.282135879,0.193014797,0.435871709,0.419522959,0.472658005,0.370235035,0.50545281,0.475895243,0.388774424,0.469321402,0.351730286,0.356871998,0.252442528,0.369579365,0.416692978,0.269789028,0.326911702,0.1411559,0.115740173,0.319550653,0.381077289,0.298972056,0.310818913,0.240305418,0.173270407,0.175679079,0.122408589,0.146025928,0.314483789,0.36091946,0.316634232,0.089178134,-0.081130062,0.218524707,0.292370645,0.20421788,-0.097150821,0.250034679,0.365756911,0.233815259,0.350607754,0.404232981,-0.054083224
Q.10-m6,0.211727204,0.196008293,0.21674925,0.21570672,0.21735045,0.289839095,0.254869794,0.028281577,0.304178422,0.222480946,0.254906144,0.334530536,0.249990234,0.247655706,0.166047411,0.2936552,0.361675772,0.27450467,0.273547796,0.104161609,0.367922682,0.191386255,0.356193919,0.31167443,0.084411519,0.074771746,0.096999063,0.077425743,0.106599254,0.165300137,0.215831365,0.192191537,0.106075111,0.003773935,0.07628994,0.032886692,0.113645667,0.254895876,0.143334234,0.224494477,0.21068553,0.185319374,0.370489634,0.351626301,0.07749152,0.06529069,0.083256499,0.069753809,-0.081653641,-0.144392317,0.137914284,-0.081047581,0.085637507,0.290581111,0.804106657,1,0.632528322,0.552186152,0.426155669,0.43424882,0.300709731,0.258922642,0.278835569,0.302177598,0.293961394,0.260155752,0.314913902,0.240148824,0.321815605,0.23995867,-0.014438348,0.00793255,-0.056181914,0.197782251,0.264317315,0.194296075,0.363932521,0.398499463,0.432347566,0.418775541,0.426621537,0.51448816,0.378642322,0.52851383,0.316416934,0.338757176,0.316298246,0.397886165,0.414497573,0.264620574,0.335647909,0.199458409,0.210321041,0.31786163,0.368369791,0.372847709,0.299856885,0.251506592,0.214754993,0.240066439,0.215788286,0.245569459,0.363681404,0.36281798,0.265075573,0.173154727,-0.156327056,0.186945579,0.241814943,0.206520337,-0.164418986,0.220553647,0.383971846,0.190347096,0.284300854,0.340386983,-0.033572643
Q.10-m7,0.123183168,0.112873008,0.145770142,0.126966383,0.141155014,0.184249547,0.150395766,-0.094977677,0.197854726,0.118837667,0.161884164,0.268485045,0.237733475,0.294894531,0.223640799,0.318985548,0.307680369,0.259616761,0.287567117,0.163537315,0.356691537,0.230571821,0.349149265,0.32713713,0.195041282,0.121501159,0.159800715,0.176948959,0.218186624,0.233228716,0.25273416,0.181554504,0.13747584,-0.022938965,0.099534195,0.060683702,0.152345282,0.252822375,0.221389192,0.24785437,0.270073451,0.231426658,0.350516002,0.337666776,0.19682248,0.192919974,0.18110808,0.177008223,-0.01089093,-0.160398735,0.223923652,0.05068126,0.262275643,0.328195295,0.490221048,0.632528322,1,0.629405344,0.420376337,0.33190454,0.3148572,0.300196161,0.313573152,0.312741117,0.278444405,0.270026092,0.289689712,0.232689546,0.302564425,0.267810376,0.076592036,0.130794445,0.064986611,0.264998381,0.309671115,0.260727321,0.442467646,0.491067692,0.487316992,0.500502622,0.382224451,0.527904822,0.289011354,0.48974525,0.295476181,0.317373694,0.365617176,0.361953048,0.368376888,0.326543895,0.369055905,0.294824809,0.2652813,0.268137026,0.265533563,0.412514479,0.330367222,0.328511017,0.296594614,0.332310093,0.360837398,0.337361314,0.42701341,0.407877221,0.22735467,0.237555238,-0.247261425,0.178898666,0.238864126,0.301110349,-0.206478376,0.214363948,0.33428382,0.224911866,0.222690828,0.277337859,0.001990194
Q.10-m8,0.065035344,0.085050733,0.108123617,0.115336726,0.153070595,0.182727221,0.106913597,-0.106500845,0.199267104,0.122443142,0.100591633,0.230713907,0.162451811,0.394854472,0.305102659,0.381884315,0.353016797,0.335873191,0.352604403,0.295781799,0.400827856,0.264552074,0.364283717,0.376192764,0.17497593,0.206599573,0.108930955,0.133940383,0.155495511,0.239842886,0.254763822,0.174005366,0.163712383,-0.050170317,0.115694707,0.028905906,0.22610003,0.333953309,0.30988615,0.34787509,0.311263144,0.293948934,0.404530231,0.347913162,0.148566663,0.204805089,0.175203669,0.186267127,-0.023412538,-0.229771121,0.310210943,0.081290343,0.329194422,0.293299211,0.412518426,0.552186152,0.629405344,1,0.320832662,0.300326916,0.35652698,0.178885775,0.320394076,0.311174789,0.275065584,0.23655637,0.240658827,0.148518836,0.244590083,0.195930532,0.162756971,0.1962873,0.182416327,0.43574991,0.396850939,0.373251206,0.314558866,0.37717862,0.410804861,0.48868747,0.452282831,0.477506213,0.235733092,0.452337261,0.296538056,0.334990147,0.351081188,0.44020205,0.360394851,0.389109861,0.483551413,0.400882877,0.358380064,0.38251262,0.307700151,0.428953742,0.322580281,0.366103967,0.297335396,0.303223059,0.455506842,0.429821025,0.377236035,0.433242855,0.171107031,0.295555756,-0.281991945,0.073371601,0.111606324,0.316886701,-0.22590739,0.16769272,0.240947573,0.048870185,0.113830742,0.243231755,0.010818282
Q.10-m9,0.175570704,0.211323511,0.218823186,0.234506694,0.255798268,0.285875636,0.251330814,-0.022446557,0.249729652,0.222234811,0.247816935,0.308851446,0.283226196,0.231605416,0.143462791,0.215478871,0.207988286,0.242679613,0.272949069,0.056256382,0.235191644,0.128973686,0.229402758,0.226209079,0.139982663,0.078155149,0.30720749,0.270479057,0.28657827,0.400707552,0.459864172,0.220711209,0.231384776,0.019091341,0.283159661,-0.024483986,0.161667156,0.122997627,0.103316405,0.142924353,0.184453411,0.238705761,0.236210367,0.259755235,0.272984253,0.260788827,0.320856554,0.238968439,0.098289405,-0.090908812,0.12773265,0.014064367,0.101990412,0.394290108,0.376565696,0.426155669,0.420376337,0.320832662,1,0.605148932,0.174557174,0.192757294,0.159653269,0.255470511,0.333404988,0.310303424,0.399257602,0.358625321,0.402955214,0.409735519,-0.139235509,-0.160541897,-0.099004091,0.113410558,0.175126512,0.189646813,0.416797576,0.485130441,0.509098595,0.410107047,0.33375599,0.356919221,0.329914214,0.47420524,0.273345682,0.333706739,0.239156929,0.21658499,0.221442447,0.222672168,0.255811669,0.196704609,0.139207539,0.209236084,0.20326583,0.210513234,0.30443497,0.215539174,0.178556361,0.17782808,0.119627964,0.151369235,0.223497793,0.314481593,0.301737768,0.184630241,-0.145709528,0.276909698,0.326435543,0.225435913,-0.090907562,0.207112128,0.319307765,0.398079219,0.379164699,0.30958275,0.038167463
Q.10-m10,0.246406558,0.279269226,0.258816514,0.305929544,0.345111792,0.333836845,0.339845189,0.068874566,0.313254959,0.254528672,0.378745278,0.301323166,0.300937551,0.230164161,0.097313967,0.209742363,0.248768254,0.189421218,0.261324262,0.005355102,0.24764967,0.167034864,0.275755931,0.223434273,0.07490824,0.070547286,0.164250383,0.100419186,0.146991203,0.190938736,0.315186695,0.189284063,0.087775966,0.062442507,0.20510387,0.017435072,0.143399499,0.229525788,0.134854204,0.235530054,0.182977106,0.270826897,0.263205299,0.33351105,0.09150224,0.080994604,0.11808907,0.050877904,-0.004434404,-0.112788558,0.097918083,-0.098325782,0.037783479,0.344192238,0.440108239,0.43424882,0.33190454,0.300326916,0.605148932,1,0.13115288,0.185728698,0.180212384,0.224514536,0.24715473,0.259659676,0.271084052,0.30349932,0.302863449,0.315927227,-0.078964259,-0.103243379,-0.14087317,0.157104329,0.237390662,0.21027021,0.334738795,0.362801949,0.381430606,0.451446683,0.388722981,0.439185058,0.404815189,0.530173625,0.320285848,0.377882962,0.191996842,0.199996943,0.338478708,0.141373599,0.144314437,0.162098382,0.095658163,0.192450344,0.199674699,0.256539565,0.277568791,0.241090346,0.109934619,0.147395995,0.037148041,0.107278457,0.290478021,0.285847177,0.308146883,0.222689895,-0.089667364,0.236687181,0.28434789,0.265517261,-0.002121814,0.228477862,0.348271251,0.335764571,0.352487781,0.347219553,0.003237321
Q.11-m1,-0.015913817,-0.026645753,-0.002789141,0.036872439,0.108850779,0.02634256,0.038615911,-0.231476498,0.060776029,-0.046974226,-0.024174224,0.055574469,0.016344671,0.264822515,0.270053903,0.344526161,0.273637258,0.300880589,0.391566105,0.351948882,0.322821889,0.377104355,0.291590488,0.37553443,0.190373897,0.254296882,0.063333737,0.060434941,0.07981704,0.168703141,0.130267312,0.099320211,0.15111649,0.131133696,0.21377316,-0.098192348,0.33424501,0.327902812,0.396590521,0.38606588,0.365859627,0.295006519,0.287552449,0.280626004,0.029498261,0.201632278,0.189023968,0.203328892,-0.028834977,-0.202417664,0.201628519,0.228645711,0.28743626,0.267461223,0.25645003,0.300709731,0.3148572,0.35652698,0.174557174,0.13115288,1,0.369096861,0.420988474,0.328274336,0.162795793,0.177663972,0.221686514,0.061267469,0.116809257,0.023542437,0.288289704,0.285689103,0.321720851,0.401090301,0.403307141,0.410729131,0.270108236,0.273150512,0.27857515,0.389851616,0.319610242,0.37479146,0.084670368,0.290616878,0.181989261,0.258824196,0.321979551,0.247397637,0.142823801,0.401125515,0.371191364,0.327673415,0.284772989,0.231652753,0.307368855,0.347690051,0.231739608,0.360025173,0.341057528,0.372628405,0.442130345,0.370884472,0.387993091,0.365312141,0.132432766,0.414770613,-0.257789005,0.028974859,0.032784781,0.304683975,-0.162746216,0.113688171,0.17633906,0.048808479,0.025877097,0.16424932,-0.004766285
Q.11-m2,0.133982437,0.169725048,0.156645456,0.20703977,0.178163957,0.243688375,0.237433939,-0.045670454,0.193979535,0.129911636,0.115927319,0.318284911,0.180179255,0.342612639,0.305256632,0.433779527,0.436953973,0.388431249,0.391481937,0.186085372,0.409633149,0.516672066,0.464765301,0.431982959,0.241929369,0.233636585,0.259908322,0.229581315,0.286353131,0.311765525,0.315923777,0.207026371,0.398436343,0.094616656,0.183543775,-0.01914385,0.201595679,0.312025936,0.287653844,0.348137521,0.33662352,0.221807454,0.363681937,0.354236828,0.04933583,0.113108553,0.102226971,0.083926623,-0.05249308,-0.077565078,0.130317512,0.039629842,0.117275021,0.311201754,0.33319941,0.258922642,0.300196161,0.178885775,0.192757294,0.185728698,0.369096861,1,0.405246193,0.312836459,0.262479664,0.33651361,0.333439996,0.188871038,0.248490117,0.204279633,0.134943594,0.08720844,0.075431793,0.2797892,0.384907507,0.322405662,0.433551747,0.459124264,0.432437517,0.352839766,0.455987964,0.377428909,0.350913767,0.235206279,0.326825168,0.297978364,0.327215112,0.353259018,0.344838755,0.354237746,0.303416994,0.222017681,0.272116623,0.246327222,0.245013981,0.184337316,0.233603976,0.17602004,0.262094074,0.215163723,0.238426659,0.225023248,0.361689087,0.396612152,0.248052538,0.278570461,-0.256604406,0.227564601,0.247157218,0.241430876,-0.104417389,0.287131569,0.279960267,0.21939708,0.23171816,0.29699473,0.014653535
Q.11-m3,0.041178738,0.072406521,0.043098171,0.094389477,0.139689197,0.10022897,0.081489336,-0.09870549,0.151217039,0.053456953,0.125231423,0.134557647,0.143339872,0.320633551,0.336948584,0.419294612,0.412365896,0.34342341,0.363144055,0.265473672,0.386702849,0.421547451,0.374111907,0.462682217,0.221891192,0.210503998,0.172599208,0.180144726,0.214202964,0.216629851,0.188255535,0.148845626,0.350617019,0.091987426,0.166535205,0.004167631,0.298912417,0.381721435,0.395216368,0.442789566,0.43695654,0.272889592,0.317953429,0.330741133,0.117559399,0.199606746,0.208292409,0.179658503,0.007402914,-0.136282576,0.226977976,0.0669828,0.26720577,0.248531622,0.253100248,0.278835569,0.313573152,0.320394076,0.159653269,0.180212384,0.420988474,0.405246193,1,0.737677065,0.221339124,0.412350361,0.325578166,0.105177322,0.228352183,0.070343695,0.211702905,0.204472841,0.261433648,0.398607389,0.486671662,0.422795813,0.316800123,0.371553958,0.408953516,0.388541302,0.343012528,0.423910113,0.197289128,0.315324909,0.209833065,0.265067344,0.37832521,0.273662576,0.186408283,0.363349149,0.286177723,0.269307302,0.247698346,0.193804971,0.227439876,0.332744989,0.284353971,0.296112403,0.411197706,0.467074205,0.430153526,0.363742451,0.332821757,0.310206652,0.157833254,0.34500279,-0.30444251,0.10508416,0.134060434,0.348756872,-0.209553297,0.072289495,0.124400674,0.114629283,0.106916423,0.211334636,-0.012350636
