,Q.5-m1,Q.5-m2,Q.5-m3,Q.5-m4,Q.5-m5,Q.5-m6,Q.5-m7,Q.5-m8,Q.5-m9,Q.5-m10,Q.6-m1,Q.6-m2,Q.6-m3,Q.6-m4,Q.6-m5,Q.6-m6,Q.6-m7,Q.6-m8,Q.6-m9,Q.6-m10,Q.7-m1,Q.7-m2,Q.7-m3,Q.7-m4,Q.7-m5,Q.7-m6,Q.7-m7,Q.7-m8,Q.7-m9,Q.7-m10,Q.8-m1,Q.8-m2,Q.8-m3,Q.8-m4,Q.8-m5,Q.8-m6,Q.8-m7,Q.8-m8,Q.8-m9,Q.8-m10,Q.9-m1,Q.9-m2,Q.9-m3,Q.9-m4,Q.9-m5,Q.9-m6,Q.9-m7,Q.9-m8,Q.9-m9,Q.9-m10,Q.10-m1,Q.10-m2,Q.10-m3,Q.10-m4,Q.10-m5,Q.10-m6,Q.10-m7,Q.10-m8,Q.10-m9,Q.10-m10,Q.11-m1,Q.11-m2,Q.11-m3,Q.11-m4,Q.11-m5,Q.11-m6,Q.11-m7,Q.11-m8,Q.11-m9,Q.11-m10,Q.12-m1,Q.12-m2,Q.12-m3,Q.12-m4,Q.12-m5,Q.12-m6,Q.12-m7,Q.12-m8,Q.12-m9,Q.12-m10,Q.13-m1,Q.13-m2,Q.13-m4,Q.13-m5,Q.14-m1,Q.14-m2,Q.14-m3,Q.14-m4,Q.14-m5,Q.14-m6,Q.14-m7,Q.14-m8,Q.14-m9,Q.14-m10,Q.15-m1,Q.15-m2,Q.15-m3,Q.15-m4,Q.15-m5,Q.15-m6,Q.15-m7,Q.15-m8,Q.15-m9,Q.15-m10,Q.16-m1,Q.16-m2,Q.16-m3,Q.16-m4,Q.16-m5,Q.16-m6,Q.17-m1,Q.17-m2,Q.17-m3,Q.17-m4,Q.17-m5,Q.17-m6,group
Q.13-m2,0.155565776,0.149505451,0.168768853,0.204218502,0.240600412,0.2445406,0.223143365,-0.092427559,0.29971365,0.172504486,0.24651831,0.264816636,0.248098857,0.460131992,0.244948495,0.394020677,0.446157715,0.37378091,0.414462266,0.208703559,0.451883128,0.338961624,0.459669518,0.396681137,0.208120767,0.148754586,0.218642207,0.185028101,0.232457706,0.281404182,0.349170988,0.259614894,0.213307611,0.04792934,0.232037154,0.07786199,0.275766428,0.346664566,0.258466405,0.374454269,0.331050249,0.304063087,0.37475782,0.42276143,0.09143189,0.076703088,0.114470904,0.075422198,-0.090973576,-0.157380983,0.159579278,-0.070580194,0.134882324,0.304514214,0.475895243,0.51448816,0.527904822,0.477506213,0.356919221,0.439185058,0.37479146,0.377428909,0.423910113,0.446403402,0.352213122,0.432722035,0.396207335,0.281747562,0.335727042,0.282514531,0.110424039,0.118849786,0.073211756,0.354475962,0.431874257,0.327589169,0.569976047,0.628947579,0.626172011,0.680865699,0.683329497,1,0.429912415,0.615401007,0.447841991,0.449759896,0.408937915,0.463625901,0.450340841,0.422656385,0.451226895,0.354415477,0.310941312,0.386311738,0.414030075,0.354301425,0.411858776,0.422361477,0.347984285,0.348308662,0.310586984,0.323434736,0.51041197,0.517265864,0.358086746,0.373925744,-0.341433819,0.210181093,0.266369339,0.369725732,-0.15221285,0.272642617,0.389195556,0.257635519,0.32317306,0.418029004,-0.011724565
Q.13-m4,0.401640359,0.396715536,0.405141558,0.40033644,0.351455527,0.462886781,0.471047667,0.132226977,0.446744256,0.426161578,0.423283896,0.531782834,0.422209083,0.320732749,0.079462976,0.22846186,0.332957547,0.239844318,0.280987812,-0.055632569,0.393325197,0.210688972,0.534198171,0.310603724,0.100294595,0.022588306,0.302303955,0.2928229,0.315841337,0.35044472,0.400068303,0.33239908,0.187968074,0.059746339,0.143232433,0.033875603,0.156905827,0.161055694,0.057547883,0.165578196,0.130431609,0.137107726,0.378674033,0.431318033,0.001307127,0.009912915,0.026556004,-0.00342814,-0.129075534,-0.167663432,-0.012667647,-0.323820494,-0.124999927,0.250191506,0.388774424,0.378642322,0.289011354,0.235733092,0.329914214,0.404815189,0.084670368,0.350913767,0.197289128,0.30401505,0.424784467,0.419694244,0.491677179,0.477103264,0.463370206,0.467542839,-0.093440523,-0.151582033,-0.219084567,0.091230076,0.280768988,0.194775467,0.52284529,0.540826937,0.536680926,0.34285544,0.568613889,0.429912415,1,0.459861574,0.488507349,0.416544441,0.273820606,0.432303089,0.476732239,0.224691838,0.261286759,0.109321367,0.060295362,0.287033038,0.44077637,0.181339908,0.363912974,0.209971307,0.085282278,0.118510725,0.018673482,0.082638698,0.348648468,0.331480721,0.385895395,0.083116831,0.005084808,0.445627596,0.467487216,0.180870987,0.061956791,0.389168193,0.452559944,0.437235073,0.510210995,0.57821444,-0.018706548
Q.13-m5,0.23683324,0.205410967,0.218813148,0.257848959,0.233750871,0.268393856,0.248246523,-0.044125999,0.303435802,0.221316944,0.315126804,0.257730546,0.273751116,0.389235154,0.156525273,0.303692586,0.354388118,0.241823166,0.32012583,0.130875831,0.413402466,0.24613779,0.397749648,0.273219565,0.107684091,0.07685726,0.154700121,0.142086461,0.151621163,0.297829828,0.391729557,0.237432857,0.184297839,0.032746872,0.16580033,0.001117137,0.19601182,0.235677238,0.196937295,0.290609936,0.28527542,0.236228902,0.411673356,0.413335391,0.120576836,0.070915592,0.137245748,0.119730198,-0.099719334,-0.189332272,0.114831921,-0.153002661,0.154291205,0.329871708,0.469321402,0.52851383,0.48974525,0.452337261,0.47420524,0.530173625,0.290616878,0.235206279,0.315324909,0.364561704,0.36686486,0.388553675,0.387861585,0.289960015,0.374518331,0.317574702,-0.013229807,0.007051431,0.005052551,0.226477664,0.328651438,0.246491352,0.383084786,0.446527213,0.507290156,0.641541921,0.501791274,0.615401007,0.459861574,1,0.430266725,0.450006605,0.317780529,0.396646574,0.368133614,0.298615244,0.330442979,0.281331743,0.20459535,0.316337003,0.335275762,0.347251256,0.409787922,0.398816784,0.246933275,0.295369315,0.210494603,0.218769788,0.520691407,0.447988993,0.313223224,0.289868825,-0.224253435,0.267954085,0.301384981,0.335552372,-0.13392788,0.26130117,0.373520857,0.328643623,0.381024153,0.41451258,-0.009493191
Q.14-m1,0.217465488,0.233722473,0.279686771,0.235201418,0.281319274,0.323339557,0.308888995,0.001339371,0.310648089,0.25380037,0.275809781,0.323285577,0.253143681,0.490358263,0.224138243,0.376712942,0.491416058,0.349912819,0.428794294,0.155828896,0.499212526,0.335880349,0.517520878,0.418760053,0.200210439,0.239772108,0.275105291,0.220949463,0.23054501,0.318705736,0.381421211,0.253206745,0.136101163,0.050579323,0.159947549,0.021381575,0.291092628,0.248185376,0.20319417,0.275444605,0.339906924,0.278696771,0.417288432,0.375678744,-0.03643026,0.019951503,-0.017607771,-0.029126798,-0.227395498,-0.293641304,-0.020437788,-0.077442085,0.029243365,0.276497914,0.351730286,0.316416934,0.295476181,0.296538056,0.273345682,0.320285848,0.181989261,0.326825168,0.209833065,0.242375808,0.471037459,0.382214124,0.400175848,0.352907735,0.342524363,0.351977182,0.079773563,0.048461827,0.043733668,0.273376863,0.391482189,0.301745243,0.406221961,0.458135369,0.495281356,0.354122982,0.501313018,0.447841991,0.488507349,0.430266725,1,0.660722844,0.531152867,0.510576837,0.493312275,0.492895961,0.464467056,0.282214915,0.279587642,0.496978365,0.579657894,0.34904228,0.525009568,0.348514759,0.305356576,0.281803906,0.259642103,0.343150417,0.443063554,0.413929083,0.396285756,0.250846555,-0.197182514,0.305562884,0.296803896,0.232127721,-0.062181318,0.35547125,0.404289899,0.362080971,0.407397964,0.417735421,0.015916954
Q.14-m2,0.215019138,0.200273231,0.242075696,0.220114133,0.22617151,0.252330138,0.265196642,0.022868242,0.264169667,0.200288601,0.253758725,0.293136527,0.233516607,0.397964208,0.234518397,0.383154405,0.421537668,0.310653088,0.370733112,0.154905271,0.443394265,0.36700337,0.431593068,0.402135405,0.209882978,0.196024429,0.214202712,0.182111492,0.217571939,0.258927105,0.358468518,0.256329123,0.179293092,0.003203497,0.26289466,0.038621566,0.336386172,0.258203801,0.168753616,0.324615792,0.326811669,0.333066695,0.412439317,0.40447623,-0.01177364,0.073702588,0.053500158,0.015371151,-0.168588577,-0.209537934,-0.056155605,-0.078394142,-0.001377534,0.243769645,0.356871998,0.338757176,0.317373694,0.334990147,0.333706739,0.377882962,0.258824196,0.297978364,0.265067344,0.315805026,0.390002749,0.379009438,0.335033445,0.296460602,0.280330067,0.307750223,0.030686178,-0.015738783,-0.023430414,0.291343875,0.360285136,0.284064112,0.390061796,0.451766417,0.474890296,0.429163671,0.49358851,0.449759896,0.416544441,0.450006605,0.660722844,1,0.564784509,0.4858171,0.412029666,0.475770471,0.456009855,0.309930823,0.244821374,0.404228212,0.479324246,0.366197553,0.460294517,0.383600578,0.264745364,0.260830998,0.244973658,0.302303046,0.423236597,0.402793839,0.285401205,0.246204316,-0.183955316,0.265917998,0.323743434,0.249036764,-0.055460579,0.31917223,0.358448967,0.336103508,0.373680092,0.406337299,-0.018621375
Q.14-m3,0.031539846,0.046567201,0.057937907,0.078480717,0.130823724,0.130985698,0.111611438,-0.144284487,0.161486831,0.045225791,0.114567755,0.162328888,0.119522199,0.41960454,0.331191538,0.477424873,0.401320889,0.368636743,0.414564783,0.299641111,0.457406209,0.375583948,0.422730447,0.437533628,0.208092268,0.205927909,0.194138961,0.176234615,0.194654273,0.20670854,0.21580805,0.146267307,0.236865436,0.007420446,0.130328644,-0.012558561,0.323934199,0.407813302,0.379088582,0.408592191,0.324486689,0.204326634,0.35956858,0.33791624,0.116319702,0.222428474,0.194343006,0.155919783,-0.006394822,-0.185216966,0.136099574,0.107553721,0.165788189,0.236406768,0.252442528,0.316298246,0.365617176,0.351081188,0.239156929,0.191996842,0.321979551,0.327215112,0.37832521,0.379638245,0.186139781,0.279024903,0.26918761,0.141938559,0.202809047,0.183321554,0.243352968,0.25350843,0.27928577,0.390374393,0.487486794,0.42591314,0.314400204,0.384208163,0.389774489,0.381128455,0.37558484,0.408937915,0.273820606,0.317780529,0.531152867,0.564784509,1,0.480458875,0.332693519,0.614555887,0.588802175,0.544133075,0.449129986,0.498925005,0.516690725,0.467236781,0.477770023,0.501602554,0.528191966,0.464335885,0.508731235,0.565372251,0.423930928,0.473882455,0.219532499,0.307738605,-0.345426135,0.051735228,0.124214312,0.217238049,-0.197042468,0.147476787,0.243484745,0.145746781,0.147619148,0.270998701,-0.02579388
Q.14-m4,0.194502539,0.1903471,0.217734113,0.231895658,0.220073532,0.293867539,0.232303235,-0.018212589,0.240071189,0.196642251,0.170979526,0.335602538,0.144509599,0.390824745,0.264252329,0.398231589,0.469876019,0.407601814,0.422787458,0.238088732,0.489977052,0.366523094,0.492873379,0.389715337,0.197616708,0.240783875,0.228290395,0.223552569,0.280136989,0.356098207,0.273896869,0.228936101,0.263958471,-0.096669745,0.067797536,0.048409976,0.173432227,0.198557451,0.080330405,0.242838976,0.192721897,0.138747649,0.375583,0.348849549,-0.013266949,0.051821328,0.021498463,0.013101378,-0.151745752,-0.241598296,0.067583747,-0.103023044,0.087879497,0.151061595,0.369579365,0.397886165,0.361953048,0.44020205,0.21658499,0.199996943,0.247397637,0.353259018,0.273662576,0.299578119,0.360963215,0.291731664,0.36868216,0.28570576,0.289602338,0.272312533,0.145808113,0.124198347,0.103814608,0.276253877,0.443628877,0.31538375,0.425334627,0.457820638,0.478176819,0.418376084,0.44904593,0.463625901,0.432303089,0.396646574,0.510576837,0.4858171,0.480458875,1,0.647968511,0.574958685,0.57267283,0.373649714,0.381343037,0.575273816,0.573267189,0.391442408,0.402775072,0.371526992,0.249844951,0.261430798,0.313728249,0.318664526,0.490822086,0.440041159,0.360859411,0.195772169,-0.230665735,0.152961779,0.1939949,0.213383463,-0.148874217,0.341062822,0.36160022,0.219159254,0.306215282,0.377174523,0.032002012
Q.14-m5,0.26475509,0.252502309,0.30315609,0.313812577,0.305507595,0.369868324,0.356812652,0.008448031,0.330185071,0.29644242,0.308627721,0.434460853,0.278419447,0.383256297,0.186810448,0.354045171,0.463662604,0.376370226,0.388595065,0.134420659,0.472477039,0.322261224,0.526792957,0.357474789,0.17927256,0.203978263,0.170946725,0.182223596,0.295923334,0.286734397,0.307724347,0.26862452,0.192079745,0.047925092,0.103264317,0.090523143,0.205689991,0.272466979,0.133722613,0.282605835,0.237877652,0.255702719,0.426676821,0.433445404,0.030499808,0.00255956,-0.028527581,0.018462305,-0.10871242,-0.145173047,0.028101212,-0.139491521,0.01240652,0.136448738,0.416692978,0.414497573,0.368376888,0.360394851,0.221442447,0.338478708,0.142823801,0.344838755,0.186408283,0.253025983,0.436817913,0.326799756,0.430860283,0.318607615,0.391868102,0.301482889,0.085145732,0.041950374,-0.000627385,0.24778705,0.407305023,0.2582801,0.45418263,0.437629203,0.45219504,0.315043466,0.47169345,0.450340841,0.476732239,0.368133614,0.493312275,0.412029666,0.332693519,0.647968511,1,0.488094055,0.464059732,0.277408452,0.273277794,0.490214016,0.476936917,0.351331512,0.419893035,0.370771898,0.296514071,0.254685774,0.215344122,0.267391918,0.410314928,0.386559649,0.376197507,0.206055375,-0.197654255,0.241693104,0.316023804,0.194868403,-0.136533492,0.373881817,0.387677793,0.291676787,0.389292515,0.471394409,0.002830881
Q.14-m6,0.105143628,0.068996532,0.113965777,0.11926836,0.175431317,0.160955914,0.124053542,-0.194979787,0.182544219,0.103544317,0.110937995,0.205631377,0.141346218,0.514478318,0.38824268,0.552274585,0.491099368,0.443059011,0.490676389,0.333319174,0.476749034,0.505877747,0.470462067,0.51616443,0.234479416,0.280180435,0.205923949,0.167339652,0.243927767,0.278374468,0.282816986,0.259009377,0.262172818,0.046624081,0.164950531,-0.003215808,0.396380861,0.440558239,0.412688751,0.474216589,0.418242053,0.27908375,0.440748745,0.396240825,0.171289456,0.20495139,0.185661945,0.167680048,-0.000860868,-0.187191129,0.165869878,0.131600247,0.250771025,0.281052171,0.269789028,0.264620574,0.326543895,0.389109861,0.222672168,0.141373599,0.401125515,0.354237746,0.363349149,0.359972384,0.326214356,0.355407681,0.391085995,0.187602479,0.250047047,0.215830136,0.286601186,0.280423841,0.315426504,0.512516141,0.583527968,0.510472764,0.348561761,0.395377537,0.380040561,0.4179015,0.406826743,0.422656385,0.224691838,0.298615244,0.492895961,0.475770471,0.614555887,0.574958685,0.488094055,1,0.687512119,0.553987808,0.44861221,0.537781908,0.472505634,0.492694516,0.524500117,0.551639746,0.565521027,0.532761328,0.560395246,0.567156242,0.5160502,0.509628422,0.235328194,0.434306089,-0.365019201,0.132100613,0.15249508,0.298391111,-0.260719207,0.222909009,0.25242801,0.181897146,0.186473742,0.306923128,-0.013027854
Q.14-m7,0.121097794,0.079236635,0.154841945,0.144873744,0.183483854,0.174326084,0.142147459,-0.209261703,0.202435756,0.074758631,0.091509361,0.229184181,0.139157656,0.481255716,0.315889136,0.481310313,0.473559791,0.434218254,0.459819275,0.316456083,0.495273593,0.392125047,0.477722861,0.441175487,0.209939356,0.2100902,0.159040772,0.181948886,0.245641452,0.287830235,0.269777447,0.198507546,0.184448064,-0.00616119,0.160168598,-0.031083667,0.291705712,0.350670497,0.30058905,0.421061009,0.311275931,0.236597993,0.405155151,0.339704959,0.093742032,0.160223499,0.160797753,0.099949155,-0.06152707,-0.283415112,0.129805457,0.085811328,0.203727186,0.214897924,0.326911702,0.335647909,0.369055905,0.483551413,0.255811669,0.144314437,0.371191364,0.303416994,0.286177723,0.32764014,0.268833811,0.283535551,0.320787815,0.154539399,0.225723936,0.173476263,0.261251862,0.258787673,0.260950516,0.37792423,0.531804328,0.353669977,0.3795247,0.408618754,0.408438819,0.389372961,0.405281387,0.451226895,0.261286759,0.330442979,0.464467056,0.456009855,0.588802175,0.57267283,0.464059732,0.687512119,1,0.567335009,0.516535095,0.723688359,0.520570855,0.526175174,0.531923298,0.60449855,0.502869217,0.429484947,0.48016662,0.561194015,0.456309885,0.499198963,0.195693226,0.297521815,-0.316737076,0.08761735,0.133854941,0.203349807,-0.206816132,0.243461377,0.278718512,0.156160388,0.192037701,0.289543762,-0.017993236
Q.14-m8,-0.134869053,-0.088523735,-0.059014177,-0.087426345,0.072235298,-0.072395988,-0.087774653,-0.259866565,0.028628446,-0.113824741,-0.044297093,0.037996598,-0.03741683,0.411271082,0.423881377,0.42134637,0.359745926,0.411678922,0.428264951,0.416748762,0.35088375,0.410969757,0.313473391,0.376181944,0.338234052,0.311269037,0.196702442,0.135017515,0.15138927,0.195469925,0.156914997,0.107571008,0.188076108,0.015079204,0.190529017,0.004753147,0.31940566,0.365359995,0.425350931,0.439980122,0.351358744,0.277164954,0.265385417,0.260625903,0.147885358,0.237812501,0.228571181,0.195559122,0.102793153,-0.228168328,0.261683638,0.232128154,0.338813482,0.181870387,0.1411559,0.199458409,0.294824809,0.400882877,0.196704609,0.162098382,0.327673415,0.222017681,0.269307302,0.290942222,0.06927156,0.17942539,0.151960639,-0.029144275,0.057560146,0.085178997,0.366615067,0.406559661,0.417756812,0.50259818,0.446743976,0.448290719,0.246793773,0.2971341,0.288500148,0.367889771,0.256541428,0.354415477,0.109321367,0.281331743,0.282214915,0.309930823,0.544133075,0.373649714,0.277408452,0.553987808,0.567335009,1,0.650914045,0.455956143,0.306751147,0.46760063,0.338134159,0.529296352,0.517466921,0.394797786,0.598299808,0.507971588,0.454907657,0.43721631,0.065028368,0.396189509,-0.310456137,-0.101772799,-0.021455913,0.22044032,-0.261433474,0.069708642,0.140824503,0.04778631,0.024458209,0.172854584,-0.012816155
Q.14-m9,-0.105316916,-0.042518331,0.003656016,-0.035711735,0.054484583,-0.024051396,-0.049600753,-0.265900475,0.015249165,-0.076993945,-0.024343207,0.065611616,-0.018810833,0.368029588,0.38694265,0.397665985,0.36238464,0.3901659,0.379865079,0.460795831,0.364906168,0.380133942,0.331094005,0.378573747,0.332629843,0.351642297,0.098336958,0.043978402,0.119052104,0.130377848,0.093526039,0.023815402,0.14202187,0.002305145,0.134811593,0.036293242,0.248628836,0.30304179,0.339852149,0.351186101,0.288116233,0.213006329,0.239164944,0.245268582,0.095630644,0.145251242,0.154465208,0.131881726,-0.01823276,-0.177256532,0.199115508,0.205856338,0.272540692,0.222515971,0.115740173,0.210321041,0.2652813,0.358380064,0.139207539,0.095658163,0.284772989,0.272116623,0.247698346,0.2788991,0.08502768,0.143379231,0.08912886,-0.000653605,0.047291583,0.047064139,0.347812345,0.381372056,0.362968806,0.443499255,0.430667109,0.359911439,0.247955159,0.303258564,0.267363761,0.296582516,0.211319593,0.310941312,0.060295362,0.20459535,0.279587642,0.244821374,0.449129986,0.381343037,0.273277794,0.44861221,0.516535095,0.650914045,1,0.490577148,0.318023958,0.437990547,0.386612812,0.473777822,0.449130494,0.36979766,0.574841212,0.541984771,0.459372562,0.404147075,0.114818784,0.316877817,-0.35041143,-0.008744898,0.053532318,0.215315424,-0.298600106,0.129742963,0.204449128,0.111091095,0.079552077,0.160076672,0.008003094
Q.14-m10,0.133061065,0.139775245,0.159799634,0.170867618,0.181433952,0.226103738,0.20561004,-0.092157075,0.189317058,0.120083604,0.092668936,0.228691816,0.144223817,0.421837799,0.273878964,0.399807013,0.489512771,0.382794253,0.398274003,0.276656791,0.462758984,0.344700147,0.453642261,0.295199741,0.184629755,0.246640518,0.178614448,0.222506269,0.26774159,0.25761238,0.269568376,0.204855899,0.154619034,0.026130923,0.079000018,0.039400321,0.187266616,0.250082389,0.132310583,0.265938601,0.180873599,0.148641606,0.339600026,0.30486446,0.042051605,0.002775543,-0.017297686,0.003638728,-0.115506691,-0.239050008,0.075907328,0.01151581,0.081791575,0.190652326,0.319550653,0.31786163,0.268137026,0.38251262,0.209236084,0.192450344,0.231652753,0.246327222,0.193804971,0.258385763,0.282311584,0.330932169,0.32557865,0.225206565,0.231187787,0.208027672,0.217920625,0.210682563,0.208103793,0.266275253,0.432438321,0.28785864,0.345391075,0.363254771,0.374361994,0.300572924,0.377364037,0.386311738,0.287033038,0.316337003,0.496978365,0.404228212,0.498925005,0.575273816,0.490214016,0.537781908,0.723688359,0.455956143,0.490577148,1,0.572436598,0.417727754,0.46396438,0.435992115,0.398300632,0.352529214,0.354822855,0.496862727,0.408376715,0.421185645,0.304217522,0.21576373,-0.246408762,0.123869838,0.190225633,0.154931906,-0.144973865,0.298727943,0.325811819,0.208916714,0.257588904,0.379183386,0.022169886
Q.15-m1,0.250483729,0.24033215,0.286288181,0.279047409,0.270820426,0.290745061,0.313825671,0.002172912,0.268803007,0.241710187,0.248143533,0.284920178,0.201239772,0.373663738,0.103911968,0.288594775,0.447729903,0.191540532,0.324633893,0.071974506,0.467308593,0.236432964,0.520567149,0.401708585,0.027143189,0.07797119,0.001381719,0.020250877,0.032358004,0.079984783,0.224142509,0.231193996,0.059125511,0.108815423,0.067410132,-0.071004051,0.219178244,0.236373288,0.142852892,0.208571749,0.170970553,0.173143289,0.341885181,0.351735663,-0.111500194,-0.079534351,-0.061832099,-0.095743081,-0.23475186,-0.242310034,-0.019924589,-0.109212437,0.003441366,0.211695263,0.381077289,0.368369791,0.265533563,0.307700151,0.20326583,0.199674699,0.307368855,0.245013981,0.227439876,0.24327152,0.411408958,0.335820579,0.378217799,0.308193799,0.290090496,0.250727883,0.057073397,0.012159218,0.012801161,0.169898468,0.377794802,0.258421887,0.364195667,0.374753972,0.392790221,0.288605838,0.432492559,0.414030075,0.44077637,0.335275762,0.579657894,0.479324246,0.516690725,0.573267189,0.476936917,0.472505634,0.520570855,0.306751147,0.318023958,0.572436598,1,0.532400092,0.613420939,0.486896104,0.35172808,0.34542932,0.273936251,0.338084399,0.428097563,0.446539897,0.449287657,0.134482284,-0.12696119,0.266229112,0.326259916,0.174691779,-0.05700108,0.410619897,0.489526819,0.286907307,0.365698563,0.451773313,-0.052245867
Q.15-m2,0.052213874,0.082642515,0.095492562,0.061489758,0.139590978,0.069407451,0.099170279,-0.150671872,0.128239511,0.066761306,0.062763879,0.091587129,0.025193151,0.293356984,0.213510453,0.308265508,0.33599851,0.242845185,0.268242969,0.271542063,0.337807883,0.236385754,0.323018541,0.319231835,0.140693433,0.159644381,0.004260477,-0.008825025,0.026182348,0.046034236,0.111832927,0.138375909,0.103144258,0.04988057,0.044487884,-0.062900321,0.273792945,0.310632698,0.305298908,0.292145655,0.263560341,0.284830188,0.294654385,0.29409569,0.044609828,0.126538921,0.134350247,0.123597827,-0.000726814,-0.212712904,0.098105616,0.084444139,0.222048621,0.244307268,0.298972056,0.372847709,0.412514479,0.428953742,0.210513234,0.256539565,0.347690051,0.184337316,0.332744989,0.331424074,0.192383936,0.197108704,0.221769752,0.116517512,0.173302411,0.146913205,0.181390082,0.192793378,0.198167292,0.359177817,0.412766434,0.265687455,0.213934914,0.256763017,0.237796303,0.342150444,0.240820133,0.354301425,0.181339908,0.347251256,0.34904228,0.366197553,0.467236781,0.391442408,0.351331512,0.492694516,0.526175174,0.46760063,0.437990547,0.417727754,0.532400092,1,0.523829579,0.591469126,0.459129424,0.435013405,0.463734248,0.486196419,0.497173374,0.466293856,0.129972339,0.278094074,-0.244388872,0.008792999,0.064600022,0.142139433,-0.265088165,0.211491808,0.309868973,0.119579249,0.113165126,0.204496278,-0.027525202
Q.15-m3,0.205787301,0.187603041,0.286034315,0.244460201,0.274465937,0.236758133,0.229224447,-0.051087352,0.287066401,0.174500887,0.250104069,0.294243569,0.257403851,0.449584141,0.15834146,0.361960039,0.455882739,0.283404015,0.367053386,0.158618093,0.499434312,0.324206173,0.509441233,0.449132436,0.119436484,0.114757998,0.109344186,0.115586471,0.105480342,0.132112727,0.258972885,0.271746349,0.13088774,0.150171243,0.120778713,-0.094734446,0.273115836,0.339544717,0.265305619,0.317522112,0.291458925,0.293704059,0.471634414,0.47485724,0.111998965,0.108429813,0.14939932,0.078791649,-0.10351916,-0.158654657,0.051335201,-0.057253775,0.073660241,0.299927187,0.310818913,0.299856885,0.330367222,0.322580281,0.30443497,0.277568791,0.231739608,0.233603976,0.284353971,0.319689077,0.388201665,0.352921637,0.419437947,0.3042355,0.357702861,0.259475205,0.11467767,0.092994176,0.080504448,0.276658699,0.412202318,0.304121597,0.425629352,0.441812192,0.425135529,0.391890171,0.358320209,0.411858776,0.363912974,0.409787922,0.525009568,0.460294517,0.477770023,0.402775072,0.419893035,0.524500117,0.531923298,0.338134159,0.386612812,0.46396438,0.613420939,0.523829579,1,0.623310995,0.461869262,0.480880196,0.360144691,0.423725776,0.497161393,0.466131691,0.340550837,0.254225414,-0.251005553,0.305163414,0.358625474,0.254753641,-0.17582735,0.343276281,0.404653005,0.365035498,0.389267503,0.427348012,-0.030078123
Q.15-m4,0.038067469,0.058401366,0.062157077,0.076314495,0.151755825,0.089181533,0.078125013,-0.222483642,0.1666952,0.018332797,0.128239473,0.13304193,0.085278871,0.395617278,0.233117628,0.357068453,0.342959465,0.245916031,0.36382666,0.231032786,0.397796568,0.343439324,0.381800885,0.390305342,0.159586771,0.120293661,0.027575903,0.068217832,0.096380564,0.100777548,0.13735989,0.14773913,0.085128303,0.072999124,0.143213563,-0.049344433,0.288232419,0.340899325,0.345793625,0.323375975,0.338331188,0.32564474,0.347285776,0.302363356,0.106446355,0.165097163,0.246021098,0.161261813,0.007787418,-0.246175995,0.143845446,0.127064222,0.276390711,0.235272239,0.240305418,0.251506592,0.328511017,0.366103967,0.215539174,0.241090346,0.360025173,0.17602004,0.296112403,0.298126842,0.183583908,0.224267103,0.195601221,0.059918572,0.161979459,0.063677929,0.232018639,0.258458274,0.255780295,0.367205237,0.457133474,0.338346223,0.254184219,0.30349719,0.295729991,0.388956916,0.31520515,0.422361477,0.209971307,0.398816784,0.348514759,0.383600578,0.501602554,0.371526992,0.370771898,0.551639746,0.60449855,0.529296352,0.473777822,0.435992115,0.486896104,0.591469126,0.623310995,1,0.622856566,0.519353183,0.47217114,0.495481943,0.478469526,0.503245221,0.203393213,0.33423231,-0.287675065,0.067699584,0.096654913,0.214194565,-0.217635212,0.147958637,0.260283357,0.178333519,0.174200728,0.258058216,-0.041606036
Q.15-m5,-0.07669376,-0.017447909,0.009835764,-0.004596911,0.127642111,0.015336586,0.026057289,-0.186426085,0.109305017,-0.002142545,0.055256604,0.061302497,0.06100183,0.389251623,0.264862874,0.342913481,0.293613627,0.283301911,0.268292707,0.291069388,0.337073669,0.349381656,0.317672585,0.390946255,0.150462309,0.182400312,0.147808355,0.146521502,0.193537441,0.177420378,0.103356336,0.101876912,0.244865985,0.084263388,0.085072524,0.001152179,0.302355961,0.394957875,0.453505475,0.382537667,0.38752564,0.276643701,0.302222074,0.297929365,0.242977618,0.252360333,0.296616104,0.291436659,0.104684027,-0.091207064,0.221628127,0.184091091,0.284030693,0.253200663,0.173270407,0.214754993,0.296594614,0.297335396,0.178556361,0.109934619,0.341057528,0.262094074,0.411197706,0.390226097,0.183014878,0.287310624,0.184188264,0.017573825,0.19429759,0.06061336,0.278942256,0.281209247,0.361331769,0.366902883,0.400200962,0.332190891,0.227951708,0.268768186,0.275171049,0.344010416,0.243708664,0.347984285,0.085282278,0.246933275,0.305356576,0.264745364,0.528191966,0.249844951,0.296514071,0.565521027,0.502869217,0.517466921,0.449130494,0.398300632,0.35172808,0.459129424,0.461869262,0.622856566,1,0.727809462,0.63336851,0.609027217,0.45968345,0.447171568,0.158093182,0.342418188,-0.399609189,0.065186416,0.073607031,0.243234764,-0.353757988,0.103066111,0.135203752,0.134462878,0.1176212,0.225553535,-0.019512107
